Neighborhood,Neighborhood Location,Venue,Venue Location,Venue Category,Summary
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Reposado,"(43.647320789001384, -79.42003151431754)",Bar,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Mamakas Taverna,"(43.64604217335094, -79.41967886278816)",Greek Restaurant,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",La Cubana,"(43.64623003878161, -79.4196356996568)",Cuban Restaurant,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",The Communist's Daughter,"(43.64936167997857, -79.42096310360856)",Bar,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Union Restaurant,"(43.64585979013257, -79.41953208988866)",New American Restaurant,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Pho Rua Vang (Golden Turtle),"(43.64689319654605, -79.41977781583955)",Vietnamese Restaurant,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Artscape Youngplace,"(43.646921206418654, -79.4173424662258)",Art Gallery,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",YogaSpace,"(43.64760744635252, -79.42013338783642)",Yoga Studio,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Rotate This,"(43.64854360521872, -79.42051802319355)",Record Shop,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Paris Paris Bar,"(43.649237, -79.421436)",Wine Bar,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Dakota Tavern,"(43.64967991705445, -79.42083755592827)",Bar,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Lower Ossington Theatre,"(43.64638945106542, -79.4197810126815)",Theater,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Gift Shop,"(43.64614871682715, -79.41948131634449)",Cocktail Bar,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",La Banane,"(43.64904020618134, -79.42059946263156)",French Restaurant,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Boralia,"(43.64552747037349, -79.41929603856936)",Restaurant,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Get Well,"(43.6493204037974, -79.42193705485465)",Bar,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Superpoint,"(43.648438964819064, -79.42051429823161)",Pizza Place,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Hero Heroine,"(43.64900419974215, -79.42068636417389)",Salon / Barbershop,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Crywolf,"(43.64620715620378, -79.41958280659624)",Boutique,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",i deal coffee,"(43.64784412071227, -79.4202942461777)",Coffee Shop,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Omaw,"(43.64612702509502, -79.4196146249279)",American Restaurant,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Hanmoto,"(43.649505301973576, -79.42276783144736)",Asian Restaurant,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Academy Of Lions CrossFit Toronto,"(43.645717362325456, -79.41943732169375)",Gym / Fitness Center,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Venezia Bakery,"(43.6468112760052, -79.41980345671674)",Bakery,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Pho Tien Thanh,"(43.6454840897343, -79.41927617283633)",Vietnamese Restaurant,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",The Lakeview Restaurant,"(43.64943515996231, -79.42039021958406)",Diner,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Ufficio,"(43.649439390888254, -79.42301401069709)",Italian Restaurant,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Nova Era Bakery,"(43.64941868510166, -79.42217715153669)",Bakery,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Veghed,"(43.649224, -79.422326)",Vegetarian / Vegan Restaurant,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Tiger of Sweden Toronto,"(43.64547447021368, -79.41939519348614)",Men's Store,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Soos,"(43.64625487651962, -79.4196494517963)",Malay Restaurant,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Jimmy's Coffee,"(43.64452074032671, -79.4189080566799)",Coffee Shop,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",The Garrison,"(43.649227297577795, -79.42233296476078)",Music Venue,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Opera Bob's Public House,"(43.64956528116496, -79.42005394392747)",Pub,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Bobbie Sue's Mac + Cheese,"(43.64778276946676, -79.42041900552132)",Mac & Cheese Joint,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Té,"(43.6457982128694, -79.41950829388077)",Bistro,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",The Tampered Press,"(43.65006186869144, -79.41728020642847)",Coffee Shop,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Cafe Neon,"(43.64413001596351, -79.41966955539107)",Café,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Le Dolci,"(43.65037714376175, -79.41595899908262)",Cupcake Shop,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",apt 200,"(43.644025502641135, -79.42006269612578)",Bar,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Reigning Champ,"(43.64515935672089, -79.41902875900269)",Men's Store,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",SoSo Food Club,"(43.649384, -79.421662)",Asian Restaurant,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Lost & Found,"(43.64937792373502, -79.42414948228769)",Men's Store,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Trinity Bellwoods Park,"(43.64707192840234, -79.4137559260075)",Park,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Montgomery's,"(43.644258762258, -79.41847085952759)",Restaurant,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",BYOB Cocktail Emporium,"(43.64444685441145, -79.41775729184432)",Miscellaneous Shop,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Frankie's Bar & Cafe,"(43.64428952965486, -79.41848108576797)",Restaurant,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Luna Cafe,"(43.64614775767085, -79.42334617585098)",Café,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",El Almacen Yerba Mate Cafe + Gallery,"(43.64368185408237, -79.42162671323418)",Café,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Founder Bar,"(43.649532, -79.425448)",Cocktail Bar,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Hanji,"(43.644664910209585, -79.41642916229416)",Gift Shop,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Fresh,"(43.64500965327651, -79.41508361054778)",Juice Bar,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Bar Fancy,"(43.64373383144182, -79.4213257341413)",Bar,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Mahjong Bar,"(43.64952459972479, -79.4250960892669)",Bar,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",The County General,"(43.64475517040364, -79.41625699799329)",Southern / Soul Food Restaurant,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Carmen,"(43.644829338661474, -79.41587230493745)",Tapas Restaurant,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Bambi's,"(43.64930284698693, -79.42459088452479)",Bar,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Trinity Bellwoods Dog Park - The Bowl,"(43.64862507107537, -79.4144429897052)",Dog Run,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",Fred Perry Toronto,"(43.64448271279942, -79.41720025480164)",Men's Store,This spot is popular
"Little Portugal, Trinity","(43.647926700000006, -79.4197497)",The Dock Ellis,"(43.64945688097198, -79.42529715531316)",Sports Bar,This spot is popular
"Brockton, Exhibition Place, Parkdale Village","(43.6368472, -79.42819140000002)",Reebok Crossfit Liberty Village,"(43.637035591932005, -79.42480199455974)",Gym,This spot is popular
"Brockton, Exhibition Place, Parkdale Village","(43.6368472, -79.42819140000002)",Starbucks,"(43.638995, -79.427652)",Coffee Shop,This spot is popular
"Brockton, Exhibition Place, Parkdale Village","(43.6368472, -79.42819140000002)",Pharmacy,"(43.638089904034146, -79.43180974511733)",Bar,This spot is popular
"Brockton, Exhibition Place, Parkdale Village","(43.6368472, -79.42819140000002)",Island Foods,"(43.63908160161682, -79.42683538230024)",Caribbean Restaurant,This spot is popular
"Brockton, Exhibition Place, Parkdale Village","(43.6368472, -79.42819140000002)",Louie Craft Coffee,"(43.639283775543895, -79.42561998986335)",Coffee Shop,This spot is popular
"Brockton, Exhibition Place, Parkdale Village","(43.6368472, -79.42819140000002)",The Abbott,"(43.637996211047366, -79.43071653853734)",Café,This spot is popular
"Brockton, Exhibition Place, Parkdale Village","(43.6368472, -79.42819140000002)",Caffino,"(43.63902121044261, -79.42528923382933)",Italian Restaurant,This spot is popular
"Brockton, Exhibition Place, Parkdale Village","(43.6368472, -79.42819140000002)",SCHOOL Restaurant,"(43.6377753703417, -79.42429737067897)",Breakfast Spot,This spot is popular
"Brockton, Exhibition Place, Parkdale Village","(43.6368472, -79.42819140000002)",Pet Valu,"(43.63908935811652, -79.42682834187295)",Pet Store,This spot is popular
"Brockton, Exhibition Place, Parkdale Village","(43.6368472, -79.42819140000002)",Structube,"(43.63983635997934, -79.42364186555774)",Furniture / Home Store,This spot is popular
"Brockton, Exhibition Place, Parkdale Village","(43.6368472, -79.42819140000002)",Joe Rockhead's Climbing Gym,"(43.636342324798676, -79.423582112592)",Climbing Gym,This spot is popular
"Brockton, Exhibition Place, Parkdale Village","(43.6368472, -79.42819140000002)",Lamport Stadium,"(43.638777912508445, -79.42353373474235)",Stadium,This spot is popular
"Brockton, Exhibition Place, Parkdale Village","(43.6368472, -79.42819140000002)",Mike's Liberty Grill,"(43.63750507397488, -79.42464979436862)",Breakfast Spot,This spot is popular
"Brockton, Exhibition Place, Parkdale Village","(43.6368472, -79.42819140000002)",The Remix Project,"(43.63649113953229, -79.42251282693181)",Performing Arts Venue,This spot is popular
"Brockton, Exhibition Place, Parkdale Village","(43.6368472, -79.42819140000002)",Loco Burrito,"(43.63751255946425, -79.4228975016341)",Burrito Place,This spot is popular
"Brockton, Exhibition Place, Parkdale Village","(43.6368472, -79.42819140000002)",Uma Cafe,"(43.63701567204681, -79.42404784920467)",Café,This spot is popular
"Brockton, Exhibition Place, Parkdale Village","(43.6368472, -79.42819140000002)",Queen Supermarket,"(43.634264921487066, -79.42911195252461)",Grocery Store,This spot is popular
"Brockton, Exhibition Place, Parkdale Village","(43.6368472, -79.42819140000002)",RED Nightclub,"(43.63779407250963, -79.42375906830941)",Nightclub,This spot is popular
"Brockton, Exhibition Place, Parkdale Village","(43.6368472, -79.42819140000002)",Dunn Milk Variety,"(43.6336672441301, -79.43154947516645)",Convenience Store,This spot is popular
"Maple Leaf Park, North Park, Upwood Park","(43.713756200000006, -79.49007379999998)",Rustic Bakery,"(43.715413998974796, -79.49030028640821)",Bakery,This spot is popular
"Maple Leaf Park, North Park, Upwood Park","(43.713756200000006, -79.49007379999998)",Sporty,"(43.71650314331055, -79.48983764648438)",Basketball Court,This spot is popular
"Maple Leaf Park, North Park, Upwood Park","(43.713756200000006, -79.49007379999998)",Maple leaf park,"(43.716187513283, -79.4935309549699)",Park,This spot is popular
"Maple Leaf Park, North Park, Upwood Park","(43.713756200000006, -79.49007379999998)",Mika's Trim,"(43.714068, -79.496113)",Construction & Landscaping,This spot is popular
"Del Ray, Keelesdale, Mount Dennis, Silverthorn","(43.6911158, -79.47601329999998)",Subway,"(43.69000119168634, -79.4757628440857)",Sandwich Place,This spot is popular
"Del Ray, Keelesdale, Mount Dennis, Silverthorn","(43.6911158, -79.47601329999998)",El Nahual,"(43.6907629, -79.4737993)",Restaurant,This spot is popular
"Del Ray, Keelesdale, Mount Dennis, Silverthorn","(43.6911158, -79.47601329999998)",Timothy's World Coffee,"(43.69007166039847, -79.47459889881466)",Coffee Shop,This spot is popular
"Del Ray, Keelesdale, Mount Dennis, Silverthorn","(43.6911158, -79.47601329999998)",Dollar Tree,"(43.6902962, -79.4746668)",Discount Store,This spot is popular
"Del Ray, Keelesdale, Mount Dennis, Silverthorn","(43.6911158, -79.47601329999998)",Money Mart,"(43.69034605113051, -79.47238523508997)",Check Cashing Service,This spot is popular
"The Junction North, Runnymede","(43.67318529999999, -79.48726190000001)",Wonderfood,"(43.67235238324323, -79.49257115909873)",Convenience Store,This spot is popular
"The Junction North, Runnymede","(43.67318529999999, -79.48726190000001)",195 Jane Rocket,"(43.672334850841, -79.49263389979957)",Bus Line,This spot is popular
"The Junction North, Runnymede","(43.67318529999999, -79.48726190000001)",241 Pizza,"(43.672265496359984, -79.49304767874355)",Pizza Place,This spot is popular
"The Junction North, Runnymede","(43.67318529999999, -79.48726190000001)",Welcome Food Mart,"(43.66970140136457, -79.48349146580819)",Grocery Store,This spot is popular
"High Park, The Junction South","(43.6616083, -79.46476329999999)",Hole in the Wall,"(43.66529624102518, -79.46511783107383)",Bar,This spot is popular
"High Park, The Junction South","(43.6616083, -79.46476329999999)",nodo,"(43.665303321627505, -79.46562068004896)",Italian Restaurant,This spot is popular
"High Park, The Junction South","(43.6616083, -79.46476329999999)",Indie Alehouse,"(43.66547472315272, -79.46528973047275)",Gastropub,This spot is popular
"High Park, The Junction South","(43.6616083, -79.46476329999999)",Lithuania Park,"(43.658666653470426, -79.46303844451904)",Park,This spot is popular
"High Park, The Junction South","(43.6616083, -79.46476329999999)",famous last words,"(43.665181, -79.468471)",Speakeasy,This spot is popular
"High Park, The Junction South","(43.6616083, -79.46476329999999)",Playa Cabana Cantina,"(43.6653150256334, -79.46554803042925)",Mexican Restaurant,This spot is popular
