Area,Latitude,Longitude,Northeast Bound,Southwest Bound,county_radius
"Pottawattamie, Iowa",41.33495491193195,-95.5889291549757,"(41.5069601, -95.154614)","(41.159236, -96.01954289999999)",41031.93249753871
"Scott, Iowa",41.613839962853,-90.60769627933315,"(41.776437, -90.3126669)","(41.4496319, -90.89985279999999)",30484.65329682261
"Story, Iowa",42.03645588331082,-93.4663636970952,"(42.2093969, -93.231443)","(41.8625719, -93.6987669)",27319.75442604218
"Warren, Iowa",41.33677008757344,-93.56061998904059,"(41.512094, -93.32788599999999)","(41.160501, -93.7908279)",27525.395154592286
"Washington, Iowa",41.298005869284566,-91.69337868765167,"(41.3163429, -91.664138)","(41.279653, -91.7225869)",3184.8959837246516
"Woodbury, Iowa",42.388326997173294,-96.08592037093187,"(42.5620958, -95.66914109999999)","(42.2112611, -96.4989969)",39334.2515741968
"Adair, Iowa",41.500354831845,-94.64334379475403,"(41.5111879, -94.628862)","(41.489518, -94.657816)",1705.707609733482
"Appanoose, Iowa",40.74194550983174,-92.86897936612907,"(40.898886, -92.637817)","(40.5840139, -93.097944)",26154.476936677853
"Audubon, Iowa",41.716656984623285,-94.927848688688,"(41.730317, -94.91358079999999)","(41.7029939, -94.94210389999999)",1926.48116162621
"Boone, Iowa",42.05117853053341,-93.87864873316988,"(42.07829690000001, -93.839556)","(42.02403289999999, -93.917677)",4420.641723802766
Buchanan CountyIowa,42.47062015382861,-91.84103329681616,"(42.6439729, -91.596981)","(42.29627989999999, -92.08243)",27794.30940750052
"Buena Vista, Iowa",42.735709619507546,-95.15230899119685,"(42.910139, -94.9138229)","(42.560309, -95.3882539)",27491.98546192331
"Butler, Iowa",42.732127429383326,-92.79187977588604,"(42.907549, -92.554141)","(42.555782, -93.0270001)",27527.26475559124
"Calhoun, Iowa",42.38529637238097,-94.65727453880683,"(42.560309, -94.39709200000001)","(42.209082, -94.9147259)",28909.062150074784
"Carroll, Iowa",42.0703589876589,-94.86799328904354,"(42.0961939, -94.8376179)","(42.044509, -94.898319)",3814.648324417183
"Cass, Iowa",41.332039011186325,-94.92917157528287,"(41.5052388, -94.7000729)","(41.1579029, -95.155851)",27144.95279696187
Cedar CountyIowa,41.77272800947565,-91.13361386903702,"(41.94741, -90.8980721)","(41.597133, -91.366542)",27548.7505205598
"Cerro Gordo, Iowa",43.08206894222826,-93.2620821978939,"(43.255707, -93.0229679)","(42.9074949, -93.498604)",27389.706365026817
"Cherokee, Iowa",42.74383692884657,-95.55445771363526,"(42.7734299, -95.524997)","(42.714232, -95.583861)",4077.1502362312744
"Chickasaw, Iowa",43.06070138827557,-92.3188368048442,"(43.2137071, -92.080974)","(42.906732, -92.554464)",25757.56872216214
"Clarke, Iowa",41.02991912560213,-93.78646233524242,"(41.16214189999999, -93.556288)","(40.89667, -94.0148909)",24280.97676697201
"Clay, Iowa",43.08312471945397,-95.1523595593849,"(43.2556079, -94.913444)","(42.909676, -95.388757)",27287.88059180418
"Clayton, Iowa",42.905556252723194,-91.14695625711285,"(42.914882, -91.136439)","(42.896229, -91.157467)",1345.699361358599
"Clinton, Iowa",41.85211992938087,-90.2493859422891,"(41.9101329, -90.1534779)","(41.7939421, -90.3449519)",10241.78488526949
"Crawford, Iowa",42.038076266490535,-95.3832616925046,"(42.2114081, -95.090851)","(41.86314610000001, -95.67277109999999)",30907.95816229859
"Davis, Iowa",40.74578428732737,-92.40974855120764,"(40.8997199, -92.17817989999999)","(40.5908529, -92.639156)",25958.58456894734
"Decatur, Iowa",40.73713546532539,-93.78696945574703,"(40.8993691, -93.5561859)","(40.5739139, -94.015492)",26526.779364170598
"Delaware, Iowa",42.47126504970611,-91.37089641081512,"(42.6458438, -91.1300789)","(42.295744, -91.6090509)",27698.26061363724
"Des Moines, Iowa",41.56675716892384,-93.60680421010318,"(41.6540759, -93.503215)","(41.479264, -93.709817)",12984.978355576444
"Dickinson, Iowa",43.37863873828583,-95.15172771531647,"(43.5011961, -94.9137229)","(43.2550541, -95.38809080000001)",23593.70017621842
"Emmet, Iowa",43.378575302591884,-94.67939163138983,"(43.50112900000001, -94.442292)","(43.255005, -94.9148428)",23533.673758063105
"Fayette, Iowa",42.84353460247577,-91.80301761774383,"(42.8546488, -91.7866799)","(42.8324159, -91.819344)",1818.7477897518602
"Floyd, Iowa",43.12803334470603,-92.73974060234224,"(43.1348709, -92.7321939)","(43.121195, -92.74728390000001)",976.7715883118539
"Franklin, Iowa",40.666665215269006,-91.51173027063133,"(40.669066, -91.50707100000001)","(40.664264, -91.5163889)",475.69775785645453
"Fremont, Iowa",41.21253622754319,-92.43396695986394,"(41.2198219, -92.422508)","(41.2052481, -92.4454209)",1256.228838005977
"Hamilton, Iowa",41.171631405558905,-92.90585436088598,"(41.179157, -92.898224)","(41.164105, -92.9134809)",1052.838913330674
"Henry, Iowa",40.98820915940523,-91.54560801423503,"(41.1635639, -91.370295)","(40.81246489999999, -91.718853)",24419.30685066811
"Howard, Iowa",43.357243844402255,-92.3181336360098,"(43.50082099999999, -92.079635)","(43.2126881, -92.554553)",25047.715965820396
"Humboldt, Iowa",42.722504998456465,-94.22732042852881,"(42.746063, -94.20710199999999)","(42.698943, -94.247506)",3096.787193889604
"Ida, Iowa",42.38665977813498,-95.53324672004432,"(42.56189089999999, -95.3223379)","(42.210701, -95.7418429)",26070.866592929673
"Iowa, Iowa",42.03974498917841,-93.53026902259606,"(43.5011961, -90.1400609)","(40.375437, -96.639535)",321435.13769088336
"Jackson, Iowa",42.208749587552504,-90.52832041599596,"(42.3823079, -90.15422079999999)","(42.032584, -90.8986539)",36378.89550428626
"Jasper, Iowa",41.68628686946323,-93.05414589132411,"(41.8631049, -92.7565079)","(41.50782400000001, -93.348681)",31592.2195712277
"Jefferson, Iowa",42.01524339117952,-94.38679924545539,"(42.03828600000001, -94.358161)","(41.992187, -94.4153961)",3489.3654962789155
"Keokuk, Iowa",40.4095984450537,-91.40426598446754,"(40.440919, -91.372379)","(40.378264, -91.4360859)",4406.62052312938
"Kossuth, Iowa",43.20432034015283,-94.2091985629418,"(43.500468, -93.970175)","(42.90776200000001, -94.4432889)",38184.4946832491
"Lee, Iowa",40.59552974054969,-91.41772854527922,"(40.8139709, -91.112467)","(40.375437, -91.7188291)",35410.931513449075
"Louisa, Iowa",41.249131873683595,-91.21758981867545,"(41.424226, -90.94626)","(41.07271, -91.486004)",29899.385902903115
"Lucas, Iowa",41.03222022999366,-93.46099963411272,"(41.039505, -93.4515991)","(41.0249339, -93.4703959)",1131.08890641624
"Lyon, Iowa",43.38016767409718,-96.23272502992843,"(43.500515, -95.86041000000002)","(43.257284, -96.6029219)",32987.34550194809
"Mahaska, Iowa",41.33566340571035,-92.64206843363571,"(41.5095509, -92.410161)","(41.160851, -92.871456)",27364.159523508144
"Marion, Iowa",42.04828057651039,-91.58212131373149,"(42.0868619, -91.5304171)","(42.009655, -91.6336989)",6056.090524658078
"Marshall, Iowa",42.036667497449756,-93.00013778142655,"(42.2101399, -92.76576800000001)","(41.8622669, -93.2319721)",27328.861909872267
"Monona, Iowa",43.05000510160449,-91.39535635696474,"(43.0592191, -91.3798499)","(43.04078690000001, -91.4108541)",1625.9453938389963
"Monroe, Iowa",41.51913019959145,-93.10646587451515,"(41.5299769, -93.0922431)","(41.50828, -93.120679)",1691.2874920005393
"Muscatine, Iowa",41.41322135092128,-91.08240995160962,"(41.46654789999999, -91.0069171)","(41.35979589999999, -91.15764999999999)",8653.482652307965
"O'Brien, Iowa",43.08426899757545,-95.62635481357849,"(43.258479, -95.387745)","(42.90909389999999, -95.862431)",27404.884000845268
"Osceola, Iowa",41.04099578253035,-93.77900762195432,"(41.0671279, -93.74050799999999)","(41.0148359, -93.8174469)",4347.100410310126
"Page, Iowa",40.73884493837236,-95.15044093839369,"(40.90155, -94.9131249)","(40.575068, -95.3854829)",26968.508004344658
"Palo Alto, Iowa",43.082227807135205,-94.6795098253511,"(43.255511, -94.442567)","(42.9080069, -94.913923)",27236.761270659594
"Sac, Iowa",42.38635895251112,-95.12379986392997,"(42.5617429, -94.8566419)","(42.209692, -95.3881809)",29363.168602314392
"Shelby, Iowa",41.50958859520652,-95.45107902307497,"(41.5204849, -95.4413419)","(41.49869109999999, -95.460809)",1457.8179744574388
"Sioux, Iowa",42.4739359266929,-96.40103599540812,"(42.565428, -96.302499)","(42.3822938, -96.4989969)",12994.408526484181
"Tama, Iowa",41.96388388430829,-92.56729998379598,"(41.978503, -92.543015)","(41.9492539, -92.5915638)",2586.231123301229
"Taylor, Iowa",40.7362402348901,-94.70099347986707,"(40.900785, -94.47077879999999)","(40.5707059, -94.9289379)",26666.722713152813
"Union, Iowa",42.24337895397574,-93.06253718419106,"(42.248787, -93.0552309)","(42.23797, -93.069841)",851.1520607366152
"Van Buren, Iowa",40.750450053756744,-91.9491707275861,"(40.901362, -91.716432)","(40.5985299, -92.1797799)",25812.998737964004
"Wapello, Iowa",41.17809163474327,-91.18748521734335,"(41.1895, -91.173306)","(41.16668, -91.20165399999999)",1737.9637976458273
"Wayne, Iowa",40.73969270857944,-93.32820786901777,"(40.898454, -93.0972369)","(40.57994, -93.5569639)",26277.96062994689
"Webster, Iowa",41.43869683083964,-92.17179852317753,"(41.442361, -92.16209309999999)","(41.4350308, -92.18150209999999)",907.4709022192861
"Winneshiek, Iowa",43.29166756633829,-91.84428473497802,"(43.5008951, -91.60399199999999)","(43.08165289999999, -92.08127189999999)",30320.245550403604
"Worth, Iowa",43.377886210852374,-93.26170140518897,"(43.4997331, -93.0239079)","(43.255024, -93.497821)",23534.524509588005
"Wright, Iowa",42.73347187074633,-93.7364775792517,"(42.9086881, -93.498594)","(42.557314, -93.9717709)",27519.218343618795
"Butler, Kansas",37.7825114267176,-96.84113286133795,"(38.0877039, -96.5227819)","(37.4753999, -97.15344990000001)",43940.06770640023
"Doniphan, Kansas",39.81231592344716,-95.10086972553881,"(40.0000001, -94.8590349)","(39.6235268, -95.339958)",29358.244544214067
"Harvey, Kansas",38.04438421441628,-97.42833894049546,"(38.175081, -97.1524759)","(37.9120019, -97.70248989999999)",28214.688259199975
"Jackson, Kansas",39.435150179239166,-95.80179161775463,"(39.6532219, -95.5641519)","(39.21608090000001, -96.03618089999999)",31677.640193746323
"Johnson, Kansas",37.56927455640583,-101.74401452009364,"(37.577493, -101.726123)","(37.561049, -101.7619)",1824.92556162513
"Kingman, Kansas",37.648120562453826,-98.13431967033435,"(37.6737529, -98.09103479999999)","(37.6224459, -98.177548)",4762.389728702563
"Leavenworth, Kansas",39.311564658359,-94.92300254650898,"(39.392452, -94.8807389)","(39.2307008, -94.9649969)",9691.058709701696
"Miami, Kansas",38.5639695145048,-94.83876006198508,"(38.7386361, -94.6090799)","(38.38824390000001, -95.066041)",27851.37527018778
"Osage, Kansas",38.652253387809736,-95.72693052270148,"(38.870056, -95.5004529)","(38.4335441, -95.950282)",31178.28468478709
"Pottawatomie, Kansas",39.34769465392146,-96.38358309333871,"(39.566344, -96.03461209999999)","(39.126527, -96.728327)",38618.26615599162
"Riley, Kansas",39.30014332644668,-96.82866486261587,"(39.306534, -96.817285)","(39.2937499, -96.84004089999999)",1211.1473526205993
"Shawnee, Kansas",39.0162545664595,-94.80736456582399,"(39.061361, -94.7050369)","(38.970923, -94.9094629)",10176.69179612854
"Sumner, Kansas",37.239133385952314,-97.47985302717073,"(37.4772759, -97.1477139)","(36.9985461, -97.8076)",39552.19428157816
Wabaunsee CountyKansas,38.97627739116525,-96.22579980697832,"(39.2122789, -95.945821)","(38.73877299999999, -96.50177)",35680.8514938649
"Wyandotte, Kansas",39.097421993611846,-94.74911451508439,"(39.202911, -94.588387)","(38.991401, -94.908867)",18171.107450201904
"Allen, Kansas",38.654767148259175,-96.16935258679526,"(38.65882089999999, -96.1639819)","(38.6507128, -96.174722)",648.8777159553543
"Anderson, Kansas",38.21460989219921,-95.29312614594086,"(38.390464, -95.0648949)","(38.037692, -95.51897)",27920.912678994566
"Atchison, Kansas",39.56134649372349,-95.17475170519278,"(39.5948291, -95.096904)","(39.527736, -95.252471)",7652.186435100053
"Barber, Kansas",37.235798738262304,-98.6819979427733,"(37.4711141, -98.347149)","(36.9979689, -99.01259800000001)",39524.474212370944
"Barton, Kansas",38.47966596812397,-98.7581865054714,"(38.6969161, -98.479507)","(38.26079, -99.03343)",34221.79697021171
"Bourbon, Kansas",37.855993042814134,-94.85234997817449,"(38.037706, -94.6140109)","(37.673105, -95.08811089999999)",29080.249663982086
"Brown, Kansas",39.82710072717557,-95.56543828833634,"(40.00047379999999, -95.339477)","(39.6527508, -95.789051)",27273.189162853105
"Chautauqua, Kansas",37.02455514869431,-96.17766311632079,"(37.0310789, -96.1724199)","(37.018031, -96.182904)",861.292257170573
"Cherokee, Kansas",37.34586875612165,-94.81918073782033,"(37.352346, -94.804976)","(37.3393869, -94.833381)",1449.419839404353
"Cheyenne, Kansas",39.78743860931443,-101.73263421106626,"(40.0045419, -101.4098379)","(39.56817789999999, -102.0517688)",36649.66823181425
"Cloud, Kansas",39.480862213975826,-97.65150539966723,"(39.654043, -97.3683739)","(39.306011, -97.9319979)",31010.10953606329
"Cowley, Kansas",37.23879156053152,-96.84116495218755,"(37.47669, -96.52470009999999)","(36.9987098, -97.1533311)",38511.853549364765
"Crawford, Kansas",37.50718777195036,-94.85377317252029,"(37.674911, -94.6167238)","(37.3382548, -95.0885179)",28014.924627481636
"Dickinson, Kansas",38.871752851993485,-97.13769676262393,"(39.1335129, -96.8900189)","(38.608974, -97.38121489999999)",36121.31998253737
"Edwards, Kansas",37.91145421202226,-99.2932151090556,"(38.08820000000001, -99.01330279999999)","(37.73297, -99.5705759)",31453.369398975534
"Ellis, Kansas",38.93532168096976,-99.56069675913348,"(38.9496449, -99.5481691)","(38.9209958, -99.5732129)",1925.613449267141
"Ellsworth, Kansas",38.73330454417515,-98.22736094457946,"(38.7533551, -98.2108509)","(38.7132499, -98.243849)",2648.4989433636933
"Finney, Kansas",38.00289825703791,-100.66725265372948,"(38.26520190000001, -100.225031)","(37.736275, -101.103778)",48487.24801781729
"Ford, Kansas",37.63658116791289,-99.75371595030059,"(37.6428791, -99.74898300000001)","(37.6302829, -99.7584469)",814.3148546013263
"Franklin, Kansas",37.52317893163747,-94.70134858548633,"(37.5328329, -94.686246)","(37.5135199, -94.716443)",1711.7683247565478
"Geary, Kansas",39.04547723558096,-96.73357405814404,"(39.220156, -96.50109789999999)","(38.869704, -96.96368790000001)",27930.49344715761
"Gove, Kansas",38.96294452042547,-100.49095308480541,"(38.97102539999999, -100.4808595)","(38.9548615, -100.5010421)",1253.0040852013249
"Grant, Kansas",37.56263440408424,-101.30924980997305,"(37.736476, -101.089363)","(37.3877191, -101.5270701)",27364.698923971107
"Gray, Kansas",37.73903400109135,-100.44179511243294,"(38.002533, -100.214637)","(37.4746079, -100.6651721)",35423.817233515154
"Greeley, Kansas",38.36806797616732,-95.12639483811026,"(38.3754069, -95.121363)","(38.3607289, -95.131424)",925.7435206670838
"Greenwood, Kansas",37.889463051229505,-96.24463682216995,"(38.173682, -95.9581341)","(37.603761, -96.52598490000001)",40347.67256329946
"Harper, Kansas",37.28522809529583,-98.02806543789583,"(37.2977131, -98.0080139)","(37.2727339, -98.048104)",2254.148776253313
"Haskell, Kansas",37.56250614128161,-100.87242068024942,"(37.7367899, -100.652224)","(37.387149, -101.0905261)",27418.68035522763
"Hodgeman, Kansas",38.088667420659945,-99.89967596949101,"(38.262239, -99.569508)","(37.9126899, -100.2271369)",34767.09775597921
"Kearny, Kansas",38.00080506232733,-101.31809341728524,"(38.2645569, -101.089667)","(37.7361001, -101.542757)",35470.77331498629
"Kiowa, Kansas",37.01910065778318,-98.48528419016984,"(37.0298039, -98.47608799999999)","(37.0083959, -98.494474)",1442.4126337459413
"Lane, Kansas",38.43944932344585,-95.0812163701539,"(38.446228, -95.0748639)","(38.43267000000001, -95.087566)",934.7542959979235
"Logan, Kansas",39.660380653969696,-99.56911345550974,"(39.6701313, -99.55308)","(39.6506246, -99.5851388)",1750.6851270246264
"Lyon, Kansas",38.45540628328592,-96.1535179154331,"(38.73949289999999, -95.945661)","(38.170919, -96.357241)",36364.64584941983
"Marion, Kansas",38.358983122978195,-97.00920550910716,"(38.38427, -96.98507599999999)","(38.333686, -97.0332959)",3510.7155895722763
"McPherson, Kansas",38.370454430358414,-97.65670154507855,"(38.400107, -97.6147199)","(38.3407639, -97.6986139)",4928.319409397479
Mitchell CountyKansas,39.39396812249617,-98.21071839017132,"(39.5675129, -97.92865499999999)","(39.2187569, -98.4901709)",30986.72112164791
"Montgomery, Kansas",37.19338896015996,-95.74267681815896,"(37.3866679, -95.51796709999999)","(36.99907400000001, -95.964748)",29277.2783425222
"Morris, Kansas",38.69685877303156,-96.64462543376482,"(38.8703519, -96.35261)","(38.521538, -96.9339238)",31854.81810215448
"Morton, Kansas",37.191842287367805,-101.80001257050179,"(37.38932, -101.5552461)","(36.9930159, -102.0421799)",30844.744536925788
"Nemaha, Kansas",39.78384384354133,-96.01548644430916,"(40.0009299, -95.788071)","(39.565883, -96.2397719)",30972.54294586931
"Neosho, Kansas",37.55946618165461,-95.30803386500426,"(37.7342019, -95.087632)","(37.3837199, -95.5261359)",27467.42540127591
"Ness, Kansas",38.48102718550948,-99.91832137536855,"(38.69818, -99.5842069)","(38.26145500000001, -100.248657)",37794.77990156138
"Norton, Kansas",39.83833176373319,-99.89351514766385,"(39.856795, -99.8794278)","(39.8198659, -99.907585)",2378.2547035618372
